Case;event;time;case Spend area text
11162;3;07.06.2018-13:13:00;7
11163;0;16.08.2018-09:52:00;10
11163;1;06.09.2018-13:26:00;10
11163;2;02.10.2018-17:34:00;10
11163;3;07.12.2018-09:07:00;10
11164;28;12.04.2018-00:00:00;10
11164;0;12.04.2018-10:42:00;10
11164;1;20.04.2018-11:33:00;10
11164;2;01.05.2018-13:07:00;10
11164;3;07.06.2018-13:12:00;10
11165;28;10.10.2018-00:00:00;12
11165;0;10.10.2018-12:40:00;12
11165;1;29.10.2018-17:27:00;12
11166;21;12.11.2018-09:34:00;10
11166;1;23.11.2018-14:24:00;10
11166;2;03.12.2018-11:02:00;10
11166;9;03.01.2019-11:24:00;10
11167;0;26.03.2018-14:42:00;9
11167;15;27.03.2018-10:12:00;9
11168;0;06.08.2018-11:10:00;10
11168;1;21.08.2018-14:25:00;10
11168;2;23.08.2018-12:08:00;10
11168;9;13.12.2018-08:03:00;10
11168;3;13.12.2018-14:08:00;10
11169;0;15.08.2018-09:46:00;16
11169;17;21.08.2018-09:51:00;16
11169;14;21.08.2018-09:51:00;16
11169;1;04.09.2018-13:22:00;16
11169;2;21.09.2018-16:08:00;16
11169;3;26.10.2018-11:01:00;16
11170;0;16.10.2018-10:26:00;10
11170;1;25.10.2018-10:45:00;10
11170;2;12.11.2018-12:27:00;10
11170;9;17.12.2018-09:49:00;10
11170;3;03.01.2019-16:10:00;10
11171;0;28.09.2018-09:24:00;7
11171;1;12.10.2018-07:37:00;7
11171;2;12.11.2018-11:26:00;7
11171;3;29.11.2018-16:15:00;7
11172;0;19.04.2018-10:02:00;7
11172;2;28.05.2018-10:23:00;7
11172;9;28.05.2018-17:28:00;7
11172;3;28.06.2018-14:06:00;7
11173;28;18.11.2018-00:00:00;10
11173;0;19.11.2018-10:42:00;10
11173;14;11.12.2018-09:58:00;10
11173;1;12.12.2018-09:29:00;10
11173;2;28.12.2018-16:18:00;10
11174;28;07.09.2018-00:00:00;10
11174;0;07.09.2018-12:41:00;10
11174;21;07.09.2018-13:06:00;10
11174;1;12.09.2018-13:42:00;10
11174;2;17.09.2018-13:35:00;10
11174;9;27.09.2018-11:32:00;10
11174;3;29.11.2018-16:15:00;10
11175;0;16.02.2018-17:17:00;6
11175;2;26.04.2018-14:03:00;6
11175;1;27.04.2018-14:48:00;6
11175;9;28.04.2018-08:46:00;6
11175;3;07.06.2018-13:12:00;6
11176;28;23.09.2018-00:00:00;9
11176;0;24.09.2018-07:59:00;9
11176;1;25.09.2018-17:29:00;9
11176;2;15.10.2018-17:18:00;9
11176;3;08.11.2018-16:44:00;9
11177;28;14.12.2018-00:00:00;10
11177;0;14.12.2018-14:19:00;10
11177;1;11.01.2019-08:34:00;10
11177;2;16.01.2019-13:24:00;10
11178;0;12.12.2018-16:26:00;7
11178;25;17.12.2018-09:49:00;7
11178;24;17.12.2018-09:56:00;7
11179;0;12.06.2018-12:32:00;16
11179;1;28.06.2018-14:44:00;16
11180;0;25.07.2018-10:11:00;10
11180;17;25.07.2018-10:48:00;10
11180;1;27.07.2018-11:17:00;10
11180;2;01.08.2018-14:53:00;10
11180;3;08.11.2018-16:43:00;10
11181;0;19.02.2018-18:41:00;11
11181;1;14.03.2018-12:03:00;11
11182;0;03.07.2018-08:57:00;7
11182;14;03.07.2018-13:09:00;7
11182;1;05.07.2018-17:28:00;7
11182;3;26.07.2018-18:09:00;7
11183;0;30.01.2018-10:51:00;10
11183;21;30.01.2018-11:51:00;10
11183;1;31.01.2018-14:24:00;10
11183;2;10.02.2018-07:54:00;10
11183;3;05.04.2018-15:50:00;10
11184;0;15.05.2018-21:46:00;10
11184;17;28.05.2018-11:45:00;10
11184;1;06.07.2018-12:05:00;10
11184;2;14.08.2018-11:20:00;10
11184;3;06.09.2018-14:07:00;10
11185;28;06.11.2018-00:00:00;9
11185;0;06.11.2018-08:20:00;9
11185;1;14.11.2018-17:35:00;9
11185;2;12.12.2018-15:33:00;9
11185;9;28.12.2018-10:10:00;9
11185;3;10.01.2019-15:43:00;9
11186;0;24.08.2018-09:06:00;7
11186;1;27.08.2018-17:32:00;7
11186;2;12.09.2018-06:07:00;7
11186;3;04.10.2018-16:48:00;7
11187;0;11.12.2018-10:26:00;10
11188;0;08.01.2018-09:27:00;9
11188;2;11.01.2018-15:35:00;9
11188;3;25.01.2018-16:53:00;9
11189;28;13.09.2018-00:00:00;7
11189;0;13.09.2018-10:18:00;7
11189;1;18.09.2018-15:22:00;7
11189;2;16.10.2018-10:50:00;7
11189;3;29.11.2018-16:15:00;7
11190;0;21.08.2018-09:28:00;7
11190;1;28.08.2018-08:21:00;7
11190;2;03.10.2018-12:02:00;7
11190;9;10.12.2018-17:17:00;7
11190;3;13.12.2018-14:08:00;7
11191;0;31.05.2018-09:01:00;7
11191;1;13.06.2018-16:27:00;7
11191;2;26.06.2018-12:50:00;7
11191;3;30.08.2018-15:37:00;7
11192;0;17.05.2018-15:59:00;10
11192;1;25.05.2018-10:06:00;10
11192;2;29.05.2018-17:38:00;10
11192;3;05.07.2018-14:12:00;10
11193;0;04.01.2018-08:38:00;7
11193;1;10.01.2018-07:51:00;7
11193;2;10.01.2018-15:19:00;7
11193;3;01.02.2018-12:02:00;7
11194;0;22.06.2018-12:47:00;10
11194;1;13.07.2018-13:47:00;10
11194;2;18.07.2018-09:22:00;10
11194;3;26.10.2018-11:01:00;10
11195;0;04.07.2018-11:00:00;10
11195;1;18.07.2018-16:03:00;10
11195;2;24.08.2018-12:00:00;10
11195;9;13.12.2018-08:03:00;10
11195;3;13.12.2018-14:08:00;10
11196;0;16.10.2018-10:02:00;10
11196;1;26.10.2018-14:15:00;10
11196;2;01.11.2018-12:07:00;10
11197;28;24.10.2018-00:00:00;10
11197;0;25.10.2018-10:47:00;10
11197;1;08.11.2018-13:55:00;10
11197;2;11.12.2018-13:27:00;10
11197;9;24.12.2018-08:18:00;10
11198;0;29.05.2018-15:50:00;10
11198;14;30.05.2018-11:57:00;10
11198;1;12.06.2018-16:18:00;10
11198;2;16.11.2018-10:16:00;10
11198;9;20.11.2018-07:33:00;10
11198;3;23.11.2018-14:18:00;10
11199;0;09.10.2018-11:22:00;10
11199;15;10.10.2018-14:23:00;10
11199;17;10.10.2018-14:23:00;10
11200;0;10.04.2018-13:52:00;10
11200;1;18.04.2018-10:51:00;10
11200;2;19.04.2018-13:03:00;10
11200;3;26.07.2018-18:08:00;10
11201;0;16.07.2018-08:16:00;7
11201;1;18.07.2018-09:02:00;7
11201;2;12.09.2018-17:01:00;7
11201;7;02.10.2018-17:44:00;7
11201;3;02.10.2018-17:45:00;7
11201;2;13.12.2018-12:29:00;7
11201;3;17.12.2018-11:55:00;7
11202;0;20.07.2018-10:37:00;10
11202;17;26.07.2018-11:57:00;10
11202;17;26.07.2018-13:00:00;10
11202;1;07.08.2018-13:01:00;10
11202;17;09.08.2018-11:49:00;10
11202;2;09.08.2018-11:52:00;10
11202;9;06.09.2018-17:03:00;10
11202;3;07.12.2018-09:04:00;10
11203;0;10.04.2018-11:35:00;10
11203;1;27.04.2018-15:17:00;10
11203;8;04.05.2018-13:07:00;10
11203;2;19.07.2018-15:36:00;10
11203;9;24.07.2018-18:06:00;10
11203;3;26.07.2018-18:08:00;10
11204;0;16.07.2018-17:21:00;16
11204;21;16.07.2018-17:29:00;16
11204;1;07.08.2018-09:48:00;16
11204;2;18.09.2018-16:42:00;16
11204;3;26.10.2018-11:03:00;16
11205;28;17.09.2018-00:00:00;10
11205;0;17.09.2018-10:16:00;10
11205;21;17.09.2018-11:19:00;10
11205;1;01.10.2018-07:42:00;10
11205;2;02.10.2018-17:14:00;10
11205;9;29.11.2018-11:25:00;10
11205;3;29.11.2018-16:15:00;10
11206;21;29.01.2018-10:33:00;10
11206;1;31.01.2018-12:16:00;10
11206;2;10.02.2018-07:11:00;10
11206;3;29.03.2018-15:08:00;10
11207;28;27.09.2018-00:00:00;10
11207;0;27.09.2018-10:51:00;10
11207;1;10.10.2018-14:29:00;10
11207;2;18.10.2018-11:44:00;10
11207;9;29.10.2018-16:48:00;10
11207;3;07.12.2018-09:04:00;10
11208;0;16.02.2018-16:25:00;11
11208;1;01.03.2018-09:36:00;11
11209;0;02.05.2018-08:03:00;0
11209;2;08.05.2018-12:36:00;0
11209;1;09.05.2018-17:48:00;0
11209;3;24.05.2018-13:36:00;0
11210;0;04.05.2018-12:39:00;10
11210;1;01.06.2018-13:21:00;10
11211;0;03.08.2018-09:44:00;10
11211;1;29.08.2018-12:36:00;10
11211;2;04.09.2018-14:23:00;10
11211;9;27.09.2018-11:32:00;10
11211;3;04.10.2018-16:48:00;10
11212;0;09.03.2018-12:37:00;9
11212;2;14.03.2018-10:17:00;9
11212;9;14.03.2018-15:02:00;9
11212;1;19.03.2018-13:39:00;9
11212;3;16.04.2018-11:29:00;9
11213;0;24.05.2018-09:54:00;10
11213;21;24.05.2018-11:59:00;10
11213;1;30.05.2018-10:56:00;10
11213;2;31.05.2018-16:51:00;10
11213;3;30.08.2018-15:38:00;10
11214;28;27.11.2018-00:00:00;10
11214;0;27.11.2018-10:07:00;10
11214;1;17.12.2018-09:52:00;10
11214;2;19.12.2018-15:45:00;10
11215;0;09.01.2018-08:44:00;7
11215;1;12.01.2018-10:47:00;7
11215;2;22.01.2018-10:25:00;7
11215;9;10.04.2018-11:31:00;7
11215;3;12.04.2018-14:07:00;7
11216;0;18.07.2018-09:35:00;11
11216;21;18.07.2018-11:15:00;11
11216;1;08.08.2018-11:20:00;11
11216;2;29.08.2018-16:23:00;11
11216;3;28.09.2018-10:26:00;11
11217;0;10.04.2018-09:02:00;7
11217;1;16.04.2018-07:19:00;7
11217;2;17.04.2018-14:20:00;7
11217;3;31.05.2018-12:32:00;7
11218;0;10.08.2018-08:08:00;7
11218;14;10.08.2018-10:30:00;7
11218;1;15.08.2018-09:56:00;7
11218;2;25.10.2018-13:05:00;7
11218;9;22.11.2018-12:49:00;7
11218;3;23.11.2018-14:18:00;7
11219;0;01.06.2018-12:22:00;10
11219;1;18.06.2018-16:37:00;10
11219;2;20.07.2018-10:20:00;10
11219;3;04.10.2018-16:48:00;10
11220;0;08.08.2018-09:23:00;10
11220;21;08.08.2018-13:10:00;10
11220;1;31.08.2018-17:41:00;10
11220;2;14.09.2018-11:32:00;10
11220;3;08.11.2018-16:44:00;10
11221;0;03.04.2018-07:52:00;0
11221;1;04.04.2018-17:32:00;0
11221;2;05.04.2018-12:09:00;0
11221;3;26.04.2018-11:12:00;0
11222;0;02.01.2018-16:20:00;5
11222;1;28.02.2018-15:00:00;5
11222;2;08.03.2018-16:22:00;5
11222;1;28.03.2018-15:15:00;5
11222;3;29.03.2018-15:11:00;5
11222;1;02.04.2018-15:22:00;5
11222;2;04.04.2018-09:30:00;5
11222;2;04.04.2018-10:12:00;5
11222;3;09.05.2018-14:12:00;5
11222;3;09.05.2018-14:12:00;5
11222;1;25.07.2018-15:47:00;5
11222;2;27.07.2018-07:37:00;5
11222;3;16.08.2018-15:03:00;5
11222;1;04.10.2018-15:55:00;5
11222;2;08.10.2018-16:02:00;5
11222;3;26.10.2018-11:04:00;5
11222;1;06.12.2018-14:25:00;5
11222;2;10.12.2018-07:33:00;5
11222;14;07.01.2019-13:21:00;5
11223;0;18.01.2018-14:01:00;10
11223;1;24.01.2018-13:46:00;10
11223;2;25.01.2018-14:00:00;10
11223;3;15.03.2018-14:13:00;10
11224;0;31.01.2018-09:18:00;13
11224;1;12.02.2018-08:32:00;13
11224;2;15.02.2018-14:02:00;13
11224;3;26.04.2018-11:11:00;13
11225;0;25.10.2018-10:09:00;10
11225;1;05.11.2018-18:14:00;10
11226;0;08.10.2018-13:09:00;10
11226;2;24.10.2018-16:47:00;10
11227;0;11.04.2018-11:04:00;10
11227;1;25.04.2018-13:31:00;10
11227;2;25.04.2018-15:51:00;10
11227;2;26.04.2018-13:35:00;10
11227;9;05.06.2018-13:09:00;10
11227;3;09.08.2018-14:28:00;10
11228;0;03.09.2018-14:04:00;10
11228;1;19.09.2018-13:14:00;10
11228;2;19.12.2018-10:05:00;10
11228;9;21.12.2018-10:35:00;10
11228;3;03.01.2019-16:11:00;10
11229;0;06.03.2018-11:06:00;9
11229;14;23.04.2018-13:44:00;9
11229;17;24.04.2018-10:51:00;9
11229;1;26.04.2018-17:47:00;9
11229;2;30.07.2018-14:29:00;9
11229;3;03.08.2018-17:03:00;9
11230;0;13.02.2018-13:19:00;7
11230;21;14.02.2018-11:13:00;7
11230;2;09.03.2018-10:33:00;7
11230;3;12.04.2018-14:07:00;7
11231;0;12.06.2018-13:48:00;7
11231;15;13.06.2018-10:54:00;7
11232;0;13.09.2018-09:51:00;7
11232;2;03.10.2018-14:45:00;7
11232;9;10.10.2018-18:11:00;7
11232;3;26.10.2018-11:04:00;7
11233;0;26.11.2018-12:54:00;7
11233;17;27.11.2018-10:55:00;7
11233;2;17.01.2019-13:36:00;7
11234;0;16.04.2018-07:55:00;7
11234;1;17.04.2018-17:51:00;7
11234;2;20.04.2018-16:37:00;7
11234;3;07.06.2018-13:10:00;7
11235;28;21.11.2018-00:00:00;11
11235;0;23.11.2018-10:42:00;11
11235;17;26.11.2018-10:25:00;11
11235;1;15.01.2019-11:54:00;11
11236;0;24.05.2018-14:00:00;7
11236;2;25.05.2018-09:46:00;7
11236;1;29.05.2018-07:45:00;7
11236;9;29.05.2018-17:15:00;7
11236;3;05.07.2018-14:11:00;7
11237;0;15.02.2018-15:33:00;10
11237;1;01.03.2018-12:24:00;10
11237;2;10.03.2018-08:49:00;10
11237;3;07.06.2018-13:10:00;10
11238;0;20.08.2018-14:57:00;0
11238;1;22.08.2018-18:23:00;0
11238;2;27.09.2018-14:46:00;0
11238;9;03.10.2018-10:56:00;0
11238;3;26.10.2018-11:02:00;0
11239;28;17.09.2018-00:00:00;11
11239;0;17.09.2018-11:43:00;11
11239;1;27.09.2018-14:41:00;11
11239;6;27.09.2018-16:34:00;11
11239;2;17.10.2018-13:06:00;11
11239;7;17.10.2018-13:09:00;11
11239;9;29.10.2018-16:48:00;11
11239;3;29.11.2018-16:15:00;11
11240;28;02.12.2018-00:00:00;13
11240;33;03.12.2018-09:01:00;13
11240;0;03.12.2018-09:02:00;13
11240;1;17.12.2018-13:25:00;13
11240;2;20.12.2018-17:56:00;13
11241;0;24.01.2018-07:49:00;7
11241;1;30.01.2018-07:21:00;7
11241;2;30.01.2018-15:53:00;7
11241;3;15.02.2018-14:51:00;7
11242;0;01.02.2018-14:06:00;13
11242;1;07.02.2018-09:39:00;13
11243;21;13.09.2018-12:21:00;10
11243;1;17.09.2018-08:49:00;10
11243;2;25.09.2018-09:05:00;10
11244;0;08.10.2018-11:42:00;10
11244;1;17.10.2018-06:36:00;10
11244;2;02.11.2018-09:22:00;10
11245;0;03.12.2018-08:15:00;7
11245;2;28.12.2018-14:08:00;7
11246;24;13.03.2018-09:13:00;4
11246;0;14.03.2018-12:43:00;4
11246;24;14.03.2018-12:43:00;4
11246;24;14.03.2018-18:52:00;4
11246;2;25.07.2018-16:41:00;4
11247;24;12.10.2018-15:53:00;10
11247;21;12.10.2018-18:07:00;10
11247;1;09.11.2018-14:03:00;10
11247;2;13.11.2018-14:08:00;10
11247;9;03.01.2019-11:24:00;10
11248;21;29.06.2018-11:22:00;10
11248;1;04.07.2018-09:45:00;10
11248;2;07.07.2018-08:15:00;10
11248;3;26.10.2018-11:02:00;10
11249;0;14.05.2018-13:40:00;10
11249;1;14.06.2018-13:01:00;10
11250;0;13.02.2018-09:15:00;7
11250;2;10.03.2018-11:38:00;7
11250;1;14.03.2018-13:16:00;7
11250;9;14.03.2018-16:42:00;7
11250;3;19.04.2018-14:46:00;7
11251;0;01.05.2018-17:12:00;10
11251;2;20.07.2018-12:10:00;10
11251;9;23.07.2018-17:46:00;10
11251;3;26.07.2018-18:08:00;10
11252;0;12.02.2018-08:03:00;9
11252;14;16.02.2018-07:25:00;9
11252;1;21.02.2018-17:44:00;9
11252;2;24.02.2018-09:40:00;9
11252;3;29.03.2018-15:06:00;9
11253;0;18.06.2018-09:56:00;7
11253;2;03.07.2018-12:06:00;7
11253;3;05.07.2018-14:10:00;7
11254;0;22.11.2018-11:37:00;10
11254;1;29.11.2018-09:22:00;10
11254;2;21.12.2018-08:40:00;10
11254;9;28.12.2018-10:10:00;10
11254;3;17.01.2019-14:40:00;10
11255;1;06.03.2018-15:25:00;10
11255;2;23.03.2018-12:10:00;10
11255;9;18.04.2018-06:34:00;10
11255;7;18.04.2018-16:51:00;10
11255;3;28.06.2018-14:03:00;10
11255;3;26.07.2018-18:06:00;10
11256;28;05.12.2018-00:00:00;11
11256;0;05.12.2018-14:23:00;11
11256;21;05.12.2018-15:04:00;11
11256;1;14.12.2018-10:52:00;11
11256;2;28.12.2018-16:27:00;11
11257;0;01.02.2018-08:51:00;7
11257;1;05.02.2018-09:26:00;7
11257;2;19.03.2018-14:55:00;7
11257;3;26.04.2018-11:13:00;7
11258;0;23.10.2018-07:52:00;5
11258;1;05.11.2018-08:12:00;5
11258;2;13.12.2018-13:03:00;5
11258;3;10.01.2019-15:45:00;5
11259;0;08.02.2018-16:02:00;2
11259;1;26.02.2018-11:02:00;2
11259;2;19.03.2018-16:01:00;2
11259;3;05.04.2018-15:49:00;2
11260;0;09.02.2018-12:12:00;9
11260;17;28.02.2018-13:45:00;9
11260;2;10.03.2018-12:50:00;9
11260;3;05.04.2018-15:48:00;9
11261;0;14.08.2018-10:30:00;10
11261;1;23.08.2018-13:02:00;10
11261;2;30.08.2018-14:19:00;10
11261;3;29.11.2018-16:15:00;10
11262;0;05.06.2018-17:24:00;10
11262;1;04.07.2018-10:57:00;10
11262;2;07.07.2018-08:03:00;10
11262;14;10.07.2018-10:42:00;10
11262;3;06.09.2018-14:08:00;10
11263;0;03.08.2018-15:31:00;10
11263;1;10.09.2018-18:51:00;10
11263;2;18.09.2018-13:38:00;10
11263;9;25.09.2018-14:38:00;10
11263;3;07.12.2018-09:04:00;10
11264;0;07.03.2018-19:49:00;10
11264;1;19.04.2018-14:59:00;10
11264;2;26.04.2018-17:29:00;10
11264;3;07.06.2018-13:12:00;10
11265;0;12.07.2018-12:52:00;7
11265;2;04.09.2018-10:39:00;7
11265;9;06.09.2018-17:03:00;7
11265;3;28.09.2018-10:29:00;7
11266;0;09.07.2018-10:20:00;7
11266;2;26.07.2018-17:52:00;7
11266;3;04.10.2018-16:49:00;7
11267;0;05.06.2018-13:22:00;10
11267;1;20.06.2018-17:11:00;10
11267;2;23.08.2018-09:22:00;10
11267;9;11.10.2018-18:04:00;10
11267;3;18.10.2018-15:31:00;10
11268;0;23.08.2018-09:32:00;7
11268;1;28.08.2018-16:19:00;7
11268;2;27.09.2018-14:39:00;7
11268;3;26.10.2018-11:02:00;7
11269;21;26.04.2018-11:15:00;10
11269;1;30.04.2018-11:22:00;10
11269;2;18.07.2018-10:16:00;10
11269;3;09.08.2018-14:29:00;10
11270;0;29.05.2018-15:50:00;10
11270;14;30.05.2018-11:57:00;10
11270;1;20.06.2018-13:59:00;10
11270;2;16.11.2018-10:16:00;10
11270;9;20.11.2018-07:33:00;10
11270;3;23.11.2018-14:18:00;10
11271;21;26.03.2018-10:57:00;10
11271;1;29.03.2018-12:38:00;10
11271;2;30.03.2018-10:53:00;10
11271;3;28.06.2018-14:04:00;10
11272;0;24.04.2018-11:27:00;10
11272;1;08.05.2018-20:31:00;10
11272;2;09.05.2018-14:24:00;10
11272;3;30.08.2018-15:36:00;10
11273;0;31.08.2018-14:32:00;10
11273;21;31.08.2018-15:31:00;10
11273;1;05.09.2018-10:49:00;10
11273;2;27.09.2018-12:35:00;10
11273;3;08.11.2018-16:45:00;10
11274;0;16.02.2018-08:12:00;7
11274;1;19.02.2018-18:07:00;7
11274;2;20.02.2018-13:40:00;7
11274;3;08.03.2018-13:20:00;7
11275;0;19.03.2018-17:59:00;6
11275;1;22.03.2018-06:47:00;6
11275;2;29.03.2018-13:29:00;6
11275;3;10.04.2018-13:11:00;6
11276;0;18.01.2018-09:05:00;7
11276;1;23.01.2018-10:12:00;7
11276;2;05.02.2018-17:42:00;7
11276;3;22.02.2018-16:17:00;7
11277;0;28.08.2018-15:03:00;7
11277;1;05.09.2018-08:15:00;7
11277;2;07.09.2018-11:18:00;7
11277;3;28.09.2018-10:27:00;7
11278;0;28.08.2018-17:43:00;10
11278;2;08.10.2018-14:16:00;10
11278;3;29.11.2018-16:16:00;10
11279;28;27.12.2018-00:00:00;7
11279;0;27.12.2018-09:20:00;7
11279;1;04.01.2019-17:23:00;7
11279;2;15.01.2019-11:05:00;7
11280;0;13.12.2018-15:12:00;8
11280;24;14.12.2018-17:57:00;8
11280;2;17.12.2018-06:47:00;8
11281;0;27.03.2018-15:55:00;10
11281;1;05.04.2018-14:47:00;10
11281;2;17.05.2018-16:09:00;10
11281;3;28.06.2018-14:04:00;10
11282;28;01.10.2018-00:00:00;7
11282;0;01.10.2018-09:57:00;7
11283;0;30.05.2018-12:49:00;7
11283;2;27.06.2018-14:55:00;7
11283;2;27.06.2018-15:15:00;7
11283;3;09.08.2018-14:29:00;7
11284;0;16.07.2018-14:10:00;10
11284;1;26.07.2018-13:14:00;10
11284;2;17.08.2018-16:23:00;10
11284;3;26.10.2018-11:03:00;10
11285;0;09.04.2018-11:25:00;10
11285;1;26.04.2018-16:59:00;10
11285;2;01.05.2018-15:57:00;10
11285;3;26.07.2018-18:06:00;10
11286;1;05.02.2018-15:26:00;10
11286;1;08.02.2018-16:05:00;10
11286;2;17.02.2018-05:24:00;10
11286;2;17.02.2018-06:10:00;10
11286;9;28.02.2018-17:27:00;10
11286;9;28.02.2018-17:28:00;10
11286;3;29.03.2018-15:08:00;10
11287;21;02.08.2018-09:59:00;10
11287;1;06.08.2018-09:25:00;10
11287;2;07.08.2018-17:35:00;10
11287;3;29.11.2018-16:15:00;10
11288;0;03.05.2018-10:54:00;7
11288;2;15.06.2018-12:59:00;7
11288;3;05.07.2018-14:13:00;7
11289;0;21.03.2018-10:26:00;0
11289;2;03.04.2018-11:54:00;0
11289;9;16.04.2018-16:28:00;0
11289;3;26.04.2018-11:16:00;0
11290;0;08.06.2018-09:15:00;10
11290;1;12.06.2018-12:49:00;10
11290;2;13.06.2018-12:30:00;10
11290;3;30.08.2018-15:38:00;10
11291;2;11.04.2018-12:40:00;5
11291;3;13.04.2018-10:37:00;5
11292;0;26.03.2018-12:18:00;7
11292;2;15.05.2018-17:11:00;7
11292;3;07.06.2018-13:11:00;7
11293;0;11.07.2018-23:51:00;10
11293;29;13.07.2018-15:10:00;10
11293;17;07.08.2018-10:21:00;10
11293;17;07.08.2018-14:05:00;10
11293;1;08.08.2018-10:04:00;10
11293;1;14.08.2018-09:47:00;10
11293;2;06.09.2018-18:05:00;10
11293;2;12.09.2018-06:35:00;10
11293;14;16.11.2018-14:37:00;10
11293;3;22.11.2018-14:53:00;10
11294;0;03.07.2018-07:10:00;7
11294;1;06.07.2018-17:52:00;7
11294;2;10.08.2018-12:10:00;7
11294;3;30.08.2018-15:36:00;7
11295;0;22.02.2018-11:10:00;16
11295;1;07.03.2018-09:37:00;16
11295;2;21.03.2018-13:57:00;16
11295;3;26.04.2018-11:12:00;16
11296;0;28.03.2018-07:57:00;7
11296;1;06.04.2018-10:27:00;7
11296;2;02.05.2018-12:23:00;7
11296;3;24.05.2018-13:33:00;7
11297;0;31.10.2018-10:10:00;0
11297;1;01.11.2018-17:29:00;0
11297;2;07.11.2018-08:08:00;0
11297;3;22.11.2018-14:53:00;0
11298;0;26.10.2018-13:12:00;7
11298;2;13.12.2018-14:29:00;7
11298;3;10.01.2019-15:45:00;7
11299;0;03.04.2018-08:54:00;9
11299;1;05.04.2018-17:32:00;9
11299;2;06.04.2018-13:21:00;9
11299;3;26.04.2018-11:15:00;9
11300;28;12.10.2018-00:00:00;10
11300;0;12.10.2018-10:16:00;10
11300;21;12.10.2018-10:49:00;10
11300;1;25.10.2018-11:45:00;10
11300;2;26.10.2018-17:51:00;10
11300;9;21.12.2018-14:13:00;10
11300;3;03.01.2019-16:11:00;10
11301;0;07.03.2018-08:47:00;9
11301;1;14.03.2018-07:17:00;9
11301;2;26.03.2018-13:24:00;9
11301;3;09.05.2018-14:12:00;9
11302;28;06.12.2018-00:00:00;10
11302;21;07.12.2018-11:11:00;10
11302;1;12.12.2018-11:54:00;10
11302;2;17.12.2018-11:13:00;10
11303;0;17.09.2018-09:28:00;11
11303;2;01.10.2018-12:32:00;11
11303;1;04.10.2018-18:12:00;11
11303;3;29.11.2018-16:15:00;11
11304;0;26.06.2018-17:39:00;10
11304;21;26.06.2018-18:15:00;10
11304;1;05.07.2018-13:43:00;10
11304;2;07.07.2018-12:08:00;10
11304;3;28.09.2018-10:27:00;10
11305;0;02.03.2018-07:27:00;9
11305;1;06.03.2018-07:42:00;9
11305;3;09.05.2018-14:12:00;9
11306;0;20.03.2018-08:56:00;9
11306;1;26.03.2018-07:58:00;9
11306;2;26.03.2018-16:18:00;9
11306;3;09.05.2018-14:10:00;9
11307;0;04.06.2018-11:18:00;7
11307;1;04.07.2018-11:19:00;7
11307;2;23.07.2018-10:16:00;7
11307;3;09.08.2018-14:28:00;7
11308;28;06.11.2018-00:00:00;7
11308;0;06.11.2018-08:59:00;7
11308;1;08.11.2018-17:47:00;7
11308;2;12.12.2018-11:19:00;7
11309;28;04.10.2018-00:00:00;7
11309;0;04.10.2018-07:39:00;7
11309;2;10.10.2018-10:56:00;7
11309;1;11.10.2018-07:27:00;7
11309;3;07.12.2018-09:09:00;7
11310;0;02.05.2018-08:03:00;0
11310;2;08.05.2018-12:36:00;0
11310;1;09.05.2018-17:48:00;0
11310;3;24.05.2018-13:36:00;0
11311;0;01.02.2018-16:10:00;10
11311;1;07.02.2018-16:38:00;10
11311;2;19.03.2018-12:50:00;10
11311;3;26.04.2018-11:15:00;10
11312;0;31.01.2018-09:31:00;11
11312;1;15.02.2018-15:11:00;11
11312;2;24.02.2018-12:03:00;11
11312;3;26.04.2018-11:11:00;11
11313;0;18.01.2018-10:42:00;9
11313;1;23.01.2018-10:11:00;9
11314;0;28.03.2018-11:34:00;10
11314;21;28.03.2018-12:03:00;10
11314;1;03.04.2018-16:41:00;10
11314;2;10.04.2018-17:28:00;10
11314;3;05.07.2018-14:12:00;10
11315;0;17.01.2018-06:30:00;7
11315;1;18.01.2018-17:30:00;7
11315;2;23.01.2018-17:15:00;7
11315;3;08.02.2018-14:42:00;7
11316;0;18.06.2018-10:29:00;0
11316;1;13.08.2018-10:36:00;0
11317;0;31.05.2018-17:37:00;10
11317;2;29.06.2018-13:17:00;10
11317;3;30.08.2018-15:40:00;10
11318;0;19.07.2018-16:06:00;15
11318;1;01.10.2018-13:36:00;15
11319;0;11.06.2018-11:40:00;10
11319;1;27.06.2018-10:15:00;10
11319;2;30.06.2018-09:12:00;10
11319;3;04.10.2018-16:48:00;10
11320;28;21.02.2018-00:00:00;11
11320;0;21.02.2018-16:37:00;11
11320;15;23.02.2018-10:54:00;11
11321;0;22.11.2018-15:31:00;10
11321;2;28.12.2018-13:31:00;10
11322;0;25.04.2018-10:57:00;10
11322;1;15.05.2018-09:46:00;10
11322;2;29.05.2018-13:11:00;10
11322;3;09.08.2018-14:29:00;10
11323;0;19.02.2018-17:27:00;14
11323;1;27.02.2018-11:26:00;14
11323;2;05.03.2018-12:41:00;14
11323;3;13.03.2018-14:48:00;14
11324;0;03.05.2018-08:31:00;7
11324;1;04.05.2018-17:31:00;7
11324;2;11.05.2018-16:56:00;7
11324;3;21.06.2018-12:42:00;7
11325;0;19.07.2018-16:09:00;10
11325;14;24.07.2018-09:04:00;10
11325;1;20.08.2018-07:27:00;10
11325;2;16.10.2018-14:42:00;10
